Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg), activity
0.5597910,4.040215,8.933964,-1.029507,9.858953,95.993958,65.666039,dribble
0.5698930,4.042610,8.931569,-1.023521,9.857140,95.960083,65.647530,dribble
0.5799840,4.052186,8.902839,-0.994791,9.832108,95.806999,65.527031,dribble
0.5904690,4.058172,8.913613,-0.992397,9.844090,95.785896,65.521271,dribble
0.6002890,4.066552,8.941146,-0.997185,9.872958,95.796852,65.543327,dribble
0.6108750,4.085705,8.991425,-1.041478,9.930930,96.019798,65.562943,dribble
0.6196899,4.218584,9.163807,-1.113304,10.149446,96.297508,65.280891,dribble
0.6297210,3.877410,8.864532,-1.108515,9.738739,96.535881,66.375084,dribble
0.6397180,3.708618,8.680179,-1.037886,9.496135,96.274712,66.865334,dribble
0.6507270,3.750517,8.725668,-0.912191,9.541265,95.486130,66.740723,dribble
0.6598180,3.965995,8.881291,-0.981623,9.775993,95.762871,65.936554,dribble
0.6712220,4.120421,8.963891,-1.035492,9.919750,95.991844,65.313232,dribble
0.6799200,4.103662,8.972271,-1.024718,9.919261,95.929573,65.421989,dribble
0.6905749,3.974375,8.945934,-1.027112,9.842782,95.989822,66.046051,dribble
0.6999210,3.879804,8.895657,-1.100136,9.767081,96.467354,66.435776,dribble
0.7099470,3.909731,8.890868,-1.110910,9.775871,96.525070,66.262657,dribble
0.7199930,4.013879,8.945934,-1.055843,9.861835,96.146072,65.835091,dribble
0.7300680,4.126407,8.987833,-0.997185,9.939958,95.757645,65.339661,dribble
0.7414490,4.197036,8.989030,-0.952892,9.966231,95.486549,64.971825,dribble
0.7508630,4.191050,8.967483,-0.930147,9.942123,95.368225,64.950455,dribble
0.7600030,4.115633,8.908825,-0.943315,9.858775,95.490623,65.204361,dribble
0.7708690,3.993528,8.841787,-0.993594,9.752574,95.847450,65.692955,dribble
0.7800890,3.903746,8.789114,-1.017536,9.670736,96.039726,66.051270,dribble
0.7908640,3.875015,8.763975,-1.049857,9.639772,96.252426,66.147255,dribble
0.7999750,3.901352,8.757990,-1.057040,9.645738,96.291466,65.988846,dribble
0.8106920,3.896563,8.827422,-1.024718,9.703434,96.061951,66.182579,dribble
0.8200049,3.906140,8.902839,-1.052252,9.778839,96.177269,66.310432,dribble
0.8299390,3.956418,8.953117,-1.080982,9.847846,96.301964,66.159172,dribble
0.8404419,3.988740,8.938752,-1.096544,9.849556,96.391953,65.952133,dribble
0.8500380,4.013879,8.898050,-1.064223,9.819323,96.221962,65.720032,dribble
0.8601280,4.024653,8.886080,-0.993594,9.805482,95.815788,65.633438,dribble
0.8699150,4.034230,8.919599,-0.969652,9.837401,95.656708,65.663315,dribble
0.8800030,4.054581,8.963891,-0.984017,9.887328,95.711708,65.661629,dribble
0.8911930,4.106056,8.954314,-0.984017,9.899885,95.704437,65.365883,dribble
0.9008260,4.171896,8.899248,-0.966060,9.875961,95.613617,64.883194,dribble
0.9098010,4.165911,8.844181,-0.931344,9.820476,95.441940,64.777969,dribble
0.9197310,4.098873,8.807071,-0.936133,9.759180,95.504463,65.042397,dribble
0.9300100,4.001908,8.756793,-0.948104,9.674482,95.624039,65.439308,dribble
0.9402789,4.005499,8.779537,-1.015141,9.703340,96.005142,65.476044,dribble
0.9497710,4.072537,8.875306,-1.124078,9.829556,96.566536,65.351425,dribble
0.9597650,4.067749,8.900445,-1.168370,9.855434,96.808479,65.438293,dribble
0.9698629,4.065354,8.999804,-1.242591,9.953272,97.171654,65.690552,dribble
0.9802910,4.028244,9.006987,-1.242591,9.944676,97.177887,65.904114,dribble
0.9909589,4.073734,9.056067,-1.289278,10.013486,97.397606,65.780128,dribble
1.0000880,4.022259,8.956709,-1.203086,9.891846,96.985840,65.816216,dribble
1.0104620,3.989937,8.845378,-1.005565,9.755587,95.916313,65.721008,dribble
1.0201401,4.042610,8.778340,-0.910994,9.707310,95.384911,65.272942,dribble
1.0300590,4.125209,8.793902,-0.896629,9.754691,95.273941,64.868782,dribble
1.0406530,4.204218,8.829816,-0.943315,9.825016,95.509544,64.539063,dribble
1.0498680,4.213795,8.871715,-0.969652,9.869328,95.638351,64.593704,dribble
1.0599999,4.193444,8.883685,-1.017536,9.876245,95.913597,64.730873,dribble
1.0699500,4.185065,8.917204,-1.074997,9.908931,96.228142,64.858170,dribble
1.0798749,4.110844,8.932767,-1.128866,9.897863,96.548920,65.288193,dribble
1.0902920,4.016273,8.960299,-1.155202,9.886957,96.709824,65.856651,dribble
1.0999449,3.942053,8.949526,-1.248576,9.858638,97.275932,66.227654,dribble
1.1105219,3.883395,8.936357,-1.278504,9.827198,97.475281,66.512100,dribble
1.1200520,3.916914,8.990228,-1.312023,9.893827,97.620453,66.457932,dribble
1.1302480,3.933673,9.052477,-1.278504,9.952673,97.380516,66.513069,dribble
1.1402450,4.058172,9.142260,-1.276109,10.083557,97.270477,66.063972,dribble
1.1497279,4.179079,9.192537,-1.284489,10.179260,97.249306,65.552673,dribble
1.1597159,4.082114,9.169792,-1.181539,10.106669,96.713623,66.002823,dribble
1.1697730,3.969586,9.058462,-1.148020,9.956470,96.621155,66.336075,dribble
1.1798670,3.903746,8.896853,-1.064223,9.773730,96.251106,66.309174,dribble
1.1900690,3.861847,8.771158,-0.968455,9.632497,95.770287,66.236618,dribble
1.1997149,3.833117,8.688558,-0.930147,9.541960,95.594055,66.194443,dribble
1.2105529,3.791218,8.626308,-0.903811,9.465908,95.478989,66.274757,dribble
1.2200680,3.830723,8.628703,-0.882263,9.481949,95.338898,66.061119,dribble
1.2298770,3.946841,8.807071,-0.962469,9.698887,95.695122,65.860718,dribble
1.2405140,4.066552,8.983045,-1.017536,9.912987,95.891602,65.644119,dribble
1.2504430,4.133589,9.026140,-1.034295,9.981359,95.947815,65.394226,dribble
1.2598699,4.119224,8.890868,-0.964863,9.846142,95.623672,65.141258,dribble
1.2702810,4.036624,8.757990,-0.930147,9.688234,95.509338,65.254669,dribble
1.2798450,3.925294,8.706514,-0.920571,9.594727,95.505737,65.731979,dribble
1.2898901,3.855862,8.809465,-0.982820,9.666451,95.835533,66.361229,dribble
1.2998210,3.842694,8.932767,-1.127669,9.789395,96.614754,66.723610,dribble
1.3110549,3.883395,8.985439,-1.235408,9.866363,97.193123,66.626602,dribble
1.3198919,3.988740,9.076419,-1.244985,9.992067,97.157501,66.276344,dribble
1.3297340,3.960010,9.001001,-1.229423,9.910156,97.126289,66.252808,dribble
1.3397040,3.855862,8.862138,-1.188721,9.737464,97.011993,66.486435,dribble
1.3496629,3.821146,8.866926,-1.168370,9.725669,96.899757,66.686676,dribble
1.3597549,3.812766,8.899248,-1.151611,9.749872,96.783356,66.807922,dribble
1.3697450,3.866636,8.963891,-1.157596,9.830679,96.762466,66.666718,dribble
1.3796639,3.988740,9.016563,-1.145625,9.925771,96.627808,66.136398,dribble
1.3898100,4.097676,9.017760,-1.101333,9.966137,96.344574,65.562920,dribble
1.3997030,4.140772,8.990228,-1.067814,9.955421,96.157364,65.269867,dribble
1.4101681,4.121618,8.986636,-1.049857,9.942312,96.061440,65.361984,dribble
1.4201980,4.092888,8.985439,-1.034295,9.927719,95.980072,65.510628,dribble
1.4298760,4.068946,8.967483,-1.052252,9.903499,96.099220,65.594086,dribble
1.4405539,4.006697,8.973468,-1.051055,9.883393,96.104691,65.939003,dribble
1.4506481,3.992331,8.977059,-1.072602,9.883157,96.230484,66.024040,dribble
1.4602820,3.985149,8.954314,-1.121683,9.865055,96.528809,66.008377,dribble
1.4698520,3.979163,8.943541,-1.120486,9.852723,96.530006,66.014748,dribble
1.4799459,4.001908,8.933964,-1.110910,9.852162,96.474327,65.870331,dribble
1.4898399,4.040215,8.919599,-1.080982,9.851452,96.299644,65.631409,dribble
1.5004400,4.050989,8.920795,-1.034295,9.851948,96.026237,65.576904,dribble
1.5108089,4.005499,8.866926,-1.035492,9.784614,96.074905,65.689651,dribble
1.5201209,4.005499,8.866926,-1.035492,9.784614,96.074905,65.689651,dribble
1.5307089,3.945644,8.871715,-1.059434,9.767181,96.227058,66.023170,dribble
1.5406129,3.932476,8.844181,-1.072602,9.738295,96.323547,66.028160,dribble
1.5503470,3.958812,8.851364,-1.092953,9.757735,96.431129,65.903206,dribble
1.5601549,3.983952,8.877700,-1.091756,9.791698,96.401680,65.831390,dribble
1.5699239,4.054581,8.949526,-1.104924,9.887087,96.416451,65.627106,dribble
1.5800040,4.102465,9.006987,-1.088165,9.956914,96.274239,65.511879,dribble
1.5899060,4.118027,9.034520,-1.069011,9.986164,96.145241,65.496017,dribble
1.6000459,4.114436,9.029732,-1.051055,9.978444,96.046326,65.503418,dribble
1.6109799,4.102465,8.972271,-1.007959,9.917048,95.833557,65.428314,dribble
1.6200669,4.089296,8.910022,-0.950498,9.849583,95.537735,65.347023,dribble
1.6304060,4.098873,8.878897,-0.932542,9.823707,95.447159,65.219963,dribble
1.6398070,4.106056,8.872911,-0.961272,9.824067,95.615303,65.167046,dribble
1.6505419,4.090494,8.892065,-1.033098,9.842167,96.025238,65.296806,dribble
1.6601540,4.031836,8.902839,-1.103727,9.835367,96.443314,65.635620,dribble
1.6699799,3.983952,8.899248,-1.145625,9.817380,96.701317,65.883232,dribble
1.6799989,3.957615,8.884883,-1.186327,9.798532,96.953972,65.990257,dribble
1.6905890,3.945644,8.871715,-1.146823,9.777046,96.736153,66.023170,dribble
1.7001770,3.960010,8.834604,-1.083376,9.741951,96.384918,65.856239,dribble
1.7112349,3.979163,8.856153,-1.022324,9.762700,96.010880,65.805115,dribble
1.7203150,4.025850,8.896853,-1.036689,9.820193,96.059837,65.653122,dribble
1.7302699,4.046201,8.911219,-1.052252,9.843210,96.136719,65.579247,dribble
1.7400000,4.048595,8.919599,-1.045069,9.851017,96.089821,65.586761,dribble
1.7500730,4.011485,8.896853,-1.046266,9.815329,96.119080,65.729950,dribble
1.7600390,4.011485,8.882488,-1.016339,9.799161,95.953247,65.695244,dribble
1.7700610,4.025850,8.912416,-1.000776,9.830574,95.842972,65.690704,dribble
1.7798890,4.094085,8.939949,-1.000776,9.883612,95.811508,65.394402,dribble
1.7899650,4.129998,8.916007,-0.957681,9.872650,95.566643,65.145882,dribble
1.8001570,4.078523,8.839393,-0.961272,9.782292,95.639359,65.231255,dribble
1.8099270,4.041412,8.787917,-1.013944,9.725666,95.984215,65.303108,dribble
1.8198489,3.845088,8.889671,-0.851139,9.722931,95.022064,66.609863,dribble
1.8307540,4.040215,8.919599,-1.217452,9.867359,97.087311,65.631409,dribble
1.8397180,4.223372,8.917204,-1.254562,9.946221,97.246277,64.656799,dribble
1.8497679,4.194642,8.926781,-1.090559,9.923293,96.309486,64.831444,dribble
1.8596889,4.068946,8.912416,-1.003170,9.848544,95.846275,65.461021,dribble
1.8702999,3.981557,8.863335,-0.993594,9.767227,95.838646,65.809593,dribble
1.8796980,3.999514,8.836999,-1.027112,9.754159,96.044449,65.649094,dribble
1.8898329,4.043807,8.833407,-1.025915,9.769031,96.028152,65.402374,dribble
1.8996650,4.094085,8.848969,-0.979228,9.799218,95.735100,65.171799,dribble
1.9098020,4.128801,8.882488,-0.957681,9.841887,95.584091,65.069824,dribble
1.9197369,4.131195,8.887277,-0.976834,9.849094,95.691963,65.068932,dribble
1.9299289,4.122815,8.905233,-1.030704,9.867276,95.995872,65.157494,dribble
1.9399239,4.091691,8.920795,-1.066617,9.872193,96.202492,65.360558,dribble
1.9505930,4.062960,8.916007,-1.083376,9.857816,96.309563,65.501587,dribble
1.9598429,4.028244,8.887277,-1.082179,9.817410,96.328613,65.617126,dribble
1.9699470,4.041412,8.869320,-1.071405,9.805394,96.273056,65.503044,dribble
1.9810969,4.068946,8.864532,-1.043872,9.809481,96.108673,65.344200,dribble
1.9900290,4.095282,8.875306,-1.022324,9.827895,95.970863,65.230255,dribble
1.9999110,4.119224,8.893262,-1.001973,9.852009,95.837212,65.147141,dribble
2.0100050,4.118027,8.911219,-0.992397,9.866753,95.772560,65.197533,dribble
2.0209200,4.050989,8.856153,-1.009156,9.790830,95.916069,65.419655,dribble
2.0299859,4.050989,8.856153,-1.015141,9.791449,95.950912,65.419655,dribble
2.0399399,4.029441,8.834604,-1.017536,9.763299,95.982254,65.482391,dribble
2.0499299,4.037821,8.848969,-1.011550,9.779136,95.937271,65.472588,dribble
2.0598869,4.052186,8.871715,-1.021127,9.806643,95.976814,65.451286,dribble
2.0706229,4.054581,8.895657,-1.023521,9.829543,95.976875,65.496819,dribble
2.0798941,4.052186,8.913613,-1.027112,9.845185,95.988358,65.553146,dribble
2.0897810,4.042610,8.919599,-1.024718,9.846419,95.973595,65.618645,dribble
2.0996900,4.030639,8.902839,-1.035492,9.827453,96.048332,65.642006,dribble
2.1097829,4.001908,8.888474,-1.022324,9.801294,95.987129,65.761024,dribble
2.1198440,3.994725,8.883685,-1.024718,9.794271,96.005516,65.787987,dribble
2.1296828,4.015076,8.890868,-1.024718,9.809099,95.996407,65.696281,dribble
2.1397018,4.010288,8.890868,-1.034295,9.808145,96.053246,65.721916,dribble
2.1500108,4.015076,8.893262,-1.022324,9.811019,95.981171,65.702065,dribble
2.1598039,4.005499,8.899248,-1.023521,9.812657,95.987198,65.767769,dribble
2.1705399,3.986346,8.878897,-1.023521,9.786386,96.003326,65.821419,dribble
2.1798248,3.961207,8.852561,-1.024718,9.752386,96.031410,65.893181,dribble
2.1898060,3.952827,8.858546,-1.041478,9.756196,96.128021,65.952797,dribble
2.1999819,3.974375,8.882488,-1.061828,9.788857,96.227310,65.894379,dribble
2.2107158,4.010288,8.905233,-1.071405,9.825147,96.260399,65.756561,dribble
2.2200267,4.046201,8.917204,-1.059434,9.849400,96.174873,65.593727,dribble
2.2300301,4.064157,8.908825,-1.054646,9.848696,96.147293,65.477783,dribble
2.2400680,4.070143,8.900445,-1.048660,9.842950,96.115852,65.425545,dribble
2.2498369,4.084508,8.890868,-1.035492,9.838851,96.041298,65.325722,dribble
2.2599709,4.089296,8.904037,-1.017536,9.850867,95.928886,65.332420,dribble
2.2700448,4.116830,8.901642,-1.019930,9.860415,95.937111,65.180412,dribble
2.2798150,4.151546,8.887277,-1.035492,9.863633,96.026062,64.961143,dribble
2.2898419,4.176685,8.871715,-1.037886,9.860488,96.041977,64.789566,dribble
2.2998331,4.195838,8.871715,-1.051055,9.870009,96.113007,64.688400,dribble
2.3099039,4.201824,8.881291,-1.055843,9.881674,96.133682,64.680717,dribble
2.3198180,4.213795,8.906430,-1.041478,9.907838,96.033882,64.680313,dribble
2.3300390,4.230555,8.924387,-1.036689,9.930609,95.992218,64.636978,dribble
2.3398130,4.217386,8.907627,-1.057040,9.912088,96.121750,64.664413,dribble
2.3497229,4.159925,8.875306,-1.045069,9.857393,96.085869,64.887146,dribble
2.3598771,4.101267,8.883685,-1.043872,9.840219,96.089523,65.218987,dribble
2.3696969,4.024653,8.956709,-0.987608,9.868933,95.743340,65.803467,dribble
2.3797040,4.005499,9.187749,-0.912191,10.064336,95.200195,66.444679,dribble
2.3896880,3.931279,9.393650,-0.767342,10.211975,94.309341,67.290497,dribble
2.4005558,3.828329,9.506178,-0.653617,10.268921,93.649345,68.064362,dribble
2.4100420,3.775656,9.542090,-0.663194,10.283331,93.697693,68.412071,dribble
2.4198980,3.696647,9.566033,-0.705092,10.279657,93.933067,68.871735,dribble
2.4299488,3.645172,9.563639,-0.811634,10.266899,94.534164,69.135704,dribble
2.4398048,3.661932,9.525331,-0.889446,10.243671,94.981201,68.971176,dribble
2.4498899,3.689465,9.429564,-0.985214,10.173470,95.557320,68.631302,dribble
2.4598100,3.688268,9.242816,-1.104924,10.012683,96.335632,68.245949,dribble
2.4699500,3.685874,9.060856,-1.066617,9.839840,96.222961,67.863960,dribble
2.4808278,3.754108,8.857349,-1.047463,9.676939,96.214058,67.030777,dribble
2.4898748,3.754108,8.857349,-1.047463,9.676939,96.214058,67.030777,dribble
2.4998209,3.882198,8.846576,-1.151611,9.729316,96.797752,66.306389,dribble
2.5098240,3.982754,8.808268,-1.284489,9.751811,97.568878,65.669373,dribble
2.5211320,4.128801,8.443152,-1.383849,9.499940,98.376030,63.940823,dribble
2.5300229,4.316746,8.276755,-1.362301,9.433707,98.302986,62.455685,dribble
2.5398121,4.566940,8.184579,-1.210269,9.450345,97.357857,60.838776,dribble
2.5506029,4.823119,8.201338,-1.055843,9.572838,96.332359,59.540668,dribble
2.5602980,5.045780,8.275558,-0.937330,9.737728,95.523705,58.628468,dribble
2.5700338,5.225345,8.385692,-0.787692,9.911837,94.558098,58.071880,dribble
2.5804789,5.311536,8.418014,-0.769736,9.983379,94.421989,57.749195,dribble
2.5899169,5.333084,8.434772,-0.784101,10.010095,94.492638,57.695911,dribble
2.5999558,5.210980,8.432379,-0.778116,9.943077,94.488388,58.285069,dribble
2.6106770,5.024232,8.455123,-0.800860,9.867796,94.655190,59.280224,dribble
2.6198308,4.847061,8.501810,-0.895431,9.827338,95.227837,60.311626,dribble
2.6298599,4.774038,8.588001,-0.990002,9.875490,95.753479,60.930477,dribble
2.6400058,4.701015,8.667010,-1.040281,9.914575,96.022812,61.524448,dribble
2.6499820,4.617218,8.683769,-1.082179,9.894324,96.279213,62.000122,dribble
2.6600478,4.544195,8.667010,-1.139640,9.852185,96.642494,62.331558,dribble
2.6698728,4.430470,8.627506,-1.164779,9.768298,96.848289,62.818207,dribble
2.6802208,4.355053,8.586804,-1.182736,9.700441,97.003265,63.106800,dribble
2.6899698,4.259285,8.550891,-1.161188,9.623284,96.930450,63.521641,dribble
2.7005849,4.222175,8.610746,-1.121683,9.655562,96.671097,63.879539,dribble
2.7107890,4.261679,8.700529,-1.106121,9.751134,96.513374,63.903538,dribble
2.7198877,4.344279,8.755595,-1.079785,9.833572,96.304131,63.610691,dribble
2.7305629,4.418499,8.780735,-1.041478,9.884793,96.048004,63.288284,dribble
2.7398860,4.454412,8.741230,-0.994791,9.861060,95.789886,62.997223,dribble
2.7503469,4.425682,8.689755,-0.927753,9.795878,95.434540,63.010311,dribble
2.7599061,4.405331,8.676587,-0.843956,9.767414,94.956841,63.081898,dribble
2.7700548,4.367024,8.686164,-0.834379,9.757895,94.905243,63.308746,dribble
2.7801468,4.380192,8.768764,-0.845153,9.838271,94.928047,63.456856,dribble
2.7905400,4.424485,8.845378,-0.890643,9.930258,95.145760,63.425644,dribble
2.7998619,4.447230,8.892065,-0.960075,9.988414,95.515717,63.428776,dribble
2.8099980,4.429273,8.883685,-0.955287,9.972507,95.496902,63.499840,dribble
2.8199418,4.400543,8.866926,-0.958878,9.945180,95.532845,63.605381,dribble
2.8313558,4.389769,8.823831,-0.949301,9.901072,95.501892,63.550110,dribble
2.8399029,4.377798,8.785523,-0.930147,9.859803,95.413177,63.513073,dribble
2.8498418,4.390966,8.768764,-0.907402,9.848613,95.286446,63.400543,dribble
2.8598309,4.425682,8.754398,-0.909797,9.851593,95.298828,63.181664,dribble
2.8697951,4.479551,8.723274,-0.899023,9.847342,95.238167,62.818722,dribble
2.8805811,4.510676,8.694544,-0.893037,9.835588,95.209435,62.579994,dribble
2.8897090,4.540604,8.690952,-0.878672,9.844887,95.120552,62.415100,dribble
2.8996820,4.519056,8.655039,-0.908600,9.805974,95.316528,62.429585,dribble
2.9098938,4.462792,8.603564,-0.940921,9.737719,95.544937,62.583584,dribble
2.9196680,4.521450,8.620323,-0.907402,9.776342,95.325638,62.322517,dribble
2.9297547,4.623203,8.699332,-0.895431,9.892128,95.193497,62.011883,dribble
2.9397829,4.671088,8.693346,-0.916979,9.911316,95.308510,61.750080,dribble
2.9497590,4.611232,8.616732,-0.951695,9.819229,95.561928,61.846600,dribble
2.9602139,4.484340,8.547300,-0.932542,9.697179,95.518448,62.316257,dribble
2.9699628,4.413711,8.532935,-0.907402,9.649622,95.395782,62.649467,dribble
2.9798379,4.465186,8.586804,-0.889446,9.719167,95.250748,62.525318,dribble
2.9899199,4.550180,8.647857,-0.894234,9.812707,95.228630,62.248325,dribble
2.9998357,4.569334,8.688558,-0.915782,9.859437,95.329536,62.260006,dribble
3.0108979,4.481946,8.871715,-0.871489,9.977708,95.010811,63.197323,dribble
3.0198021,4.420894,8.884883,-0.812831,9.957215,94.682404,63.546223,dribble
3.0309360,4.374207,8.819042,-0.818817,9.878242,94.754761,63.618790,dribble
3.0401618,4.343082,8.787917,-0.828394,9.837483,94.830475,63.700932,dribble
3.0498910,4.338294,8.785523,-0.823605,9.832830,94.804764,63.719830,dribble
3.0597739,4.363432,8.811859,-0.842759,9.869076,94.898674,63.656433,dribble
3.0698130,4.329914,8.840590,-0.938527,9.888631,95.446121,63.905472,dribble
3.0798509,4.316746,8.892065,-0.992397,9.934181,95.733246,64.105263,dribble
3.0897939,4.304775,8.907627,-1.003170,9.944006,95.789955,64.206985,dribble
3.0997570,4.278439,8.841787,-1.029507,9.876342,95.983360,64.178200,dribble
3.1102147,4.253299,8.762778,-0.982820,9.789932,95.761681,64.108871,dribble
3.1197629,4.220978,8.757990,-0.976834,9.771042,95.737579,64.267914,dribble
3.1300857,4.282030,8.781932,-0.938527,9.815240,95.486969,64.006348,dribble
3.1398258,4.440047,8.753201,-0.985214,9.864239,95.732109,63.103672,dribble
3.1504481,4.550180,8.726865,-0.973243,9.889870,95.647507,62.462498,dribble
3.1607959,4.639963,8.747216,-0.939724,9.946161,95.421455,62.056274,dribble
3.1697779,4.726154,8.804677,-0.918176,10.035034,95.249741,61.774090,dribble
3.1798849,4.762067,8.863335,-0.831985,10.095949,94.726982,61.751877,dribble
3.1902120,4.835090,8.862138,-0.920571,10.137210,95.210266,61.383579,dribble
3.1997769,5.067328,8.790312,-0.985214,10.194020,95.546082,60.037952,dribble
3.2102828,5.175067,8.692149,-0.827197,10.149829,94.674706,59.231594,dribble
3.2198310,5.094861,8.590396,-0.621295,10.006924,93.559586,59.328327,dribble
3.2297971,4.994305,8.546103,-0.434548,9.907966,92.513710,59.698174,dribble
3.2398777,4.886566,8.531737,-0.353145,9.838383,92.057053,60.198009,dribble
3.2505488,4.981137,8.511387,-0.445322,9.871866,92.585503,59.662460,dribble
3.2602530,5.187038,8.449138,-0.513556,9.927589,92.965248,58.453682,dribble
3.2707930,5.353435,8.271967,-0.538695,9.867872,93.129379,57.089943,dribble
3.2800279,5.272032,8.015787,-0.349553,9.600488,92.086601,56.666836,dribble
3.2922540,5.115212,7.850587,-0.223858,9.372685,91.368584,56.912918,dribble
3.3058610,5.908890,8.579621,-0.372298,10.424178,92.046745,55.444344,dribble
3.3199558,6.953959,9.307459,-2.042254,11.796488,99.969498,53.235184,dribble
3.3299608,7.643489,9.576807,-2.862268,12.582954,103.148277,51.405758,dribble
3.3400619,7.097611,8.425196,0.300472,11.020449,88.437637,49.888313,dribble
3.3497710,6.842628,6.836643,1.352724,9.766837,82.038841,44.974930,dribble
3.3597617,6.629545,4.893748,0.180762,8.242106,88.743317,36.433727,dribble
3.3696680,6.958747,3.823540,-1.777695,8.136574,102.619888,28.786949,dribble
3.3797150,7.320271,3.367445,-2.117671,8.331303,104.725151,24.703205,dribble
3.3897829,7.443573,3.090914,-2.078167,8.323420,104.458405,22.550476,dribble
3.3997889,7.341819,3.039439,-2.813187,8.429384,109.495682,22.489061,dribble
3.4102058,6.834249,3.454833,-2.858677,8.174036,110.470589,26.817400,dribble
3.4197700,5.872977,4.364630,-2.296039,7.669005,107.421097,36.618683,dribble
3.4297678,5.003881,5.770026,-2.036268,7.904329,104.928551,49.067520,dribble
3.4398189,3.925294,7.542933,-2.334347,8.817762,105.351051,62.507820,dribble
3.4501059,1.941698,9.360131,-1.989582,9.764256,101.757019,78.280586,dribble
3.4604008,-0.043096,10.864887,-2.585738,11.168423,103.386711,90.227264,dribble
3.4701738,-1.060631,12.087128,-3.323152,12.580419,105.316612,95.014793,dribble
3.4801557,-0.602142,13.454216,-3.872621,14.013412,106.042542,92.562553,dribble
3.4904308,1.697489,16.885107,2.689886,17.182077,80.993195,84.259247,dribble
3.5004218,1.589750,17.554287,5.402516,18.435495,72.959373,84.825302,dribble
3.5100589,0.702698,16.832436,5.269638,17.652018,72.630730,87.609482,dribble
3.5212669,-0.611719,14.604630,2.577358,14.842917,80.000343,92.398445,dribble
3.5322809,-1.883040,12.162544,0.191536,12.308940,89.108398,98.800819,dribble
3.5499599,-2.463634,9.564836,-2.379837,10.159684,103.547012,104.443832,dribble
3.5608377,-1.382651,8.825027,-3.397372,9.556933,110.823341,98.904366,dribble
3.5700779,0.191536,8.305486,-3.776853,9.125919,114.447548,88.678917,dribble
3.5800169,1.861492,8.134300,-3.533842,9.062010,112.952148,77.110115,dribble
3.5899298,3.440468,8.227674,-2.885013,9.373087,107.926552,67.307365,dribble
3.5997968,4.769250,8.452729,-2.072181,9.924128,102.052177,60.567177,dribble
3.6106138,5.635951,8.573636,-1.234211,10.334140,96.859230,56.680752,dribble
3.6203048,6.033388,8.531737,-0.512359,10.462066,92.807068,54.733200,dribble
3.6306298,6.016629,8.408437,0.101754,10.339826,89.436150,54.414513,dribble
3.6398520,5.773617,8.329428,0.584185,10.151615,86.701035,55.271889,dribble
3.6508019,5.523423,8.425196,0.882263,10.112888,84.995071,56.751793,dribble
3.6602738,5.281609,8.708909,1.183933,10.253886,83.369736,58.764843,dribble
3.6707630,5.076905,9.120711,1.337162,10.523799,82.700226,60.898167,dribble
3.6799448,4.880580,9.497798,1.339556,10.762093,82.849861,62.802982,dribble
3.6899021,4.701015,9.695320,1.201889,10.841739,83.635246,64.132431,dribble
3.6998467,4.498705,9.619903,0.975637,10.664555,84.751007,64.937065,dribble
3.7099299,4.335899,9.418790,0.788889,10.398845,85.649178,65.281227,dribble
3.7199140,4.213795,9.200917,0.624887,10.139202,86.466576,65.393379,dribble
3.7301419,4.167108,9.071630,0.387861,9.990480,87.775047,65.328033,dribble
3.7411740,4.163517,8.996213,0.059855,9.913137,89.654045,65.164940,dribble
3.7498968,4.131195,8.835801,-0.341174,9.759844,92.003288,64.941475,dribble
3.7604179,4.058172,8.553286,-0.677559,9.491392,94.093636,64.617638,dribble
3.7706230,3.970783,8.128315,-0.974440,9.098690,96.147980,63.963913,dribble
3.7798541,3.991134,7.833828,-1.204283,8.874024,97.799606,63.002327,dribble
3.7899048,4.147954,7.802703,-1.577779,8.976475,100.123367,62.004677,dribble
3.8000219,4.352659,7.841011,-2.007538,9.190065,102.617805,60.964710,dribble
3.8111658,4.618415,7.668628,-2.625242,9.328960,106.344246,58.941635,dribble
3.8199458,4.978743,7.094019,-3.112462,9.208714,109.754517,54.937958,dribble
3.8300118,5.500679,6.347029,-3.183091,8.981888,110.756065,49.086025,dribble
3.8405020,6.094440,5.692214,-2.777274,8.789582,108.419586,43.045509,dribble
3.8509889,6.716933,5.380968,-2.060210,8.849660,103.462044,38.698391,dribble
3.8613679,7.401675,5.533000,-1.265336,9.327376,97.796684,36.779346,dribble
3.8699367,8.034941,6.056133,-0.616507,10.080531,93.506294,37.006237,dribble
3.8798478,8.470686,6.791153,-0.179565,10.858385,90.947540,38.719990,dribble
3.8899889,8.479065,7.831434,0.454898,11.551313,87.743073,42.726185,dribble
3.8998377,8.003817,8.628703,1.131260,11.823508,84.509605,47.151600,dribble
3.9099891,7.356185,9.006987,0.628478,11.646212,86.906578,50.760803,dribble
3.9200330,6.598420,9.111135,0.015562,11.249540,89.920738,54.087383,dribble
3.9299467,5.753267,9.440337,-0.162806,11.056517,90.843704,58.640430,dribble
3.9416890,3.872621,8.523358,-1.169568,9.434655,97.120995,65.565140,dribble
3.9499459,3.872621,8.523358,-1.169568,9.434655,97.120995,65.565140,dribble
3.9606860,3.454833,7.674613,-2.170344,8.691718,104.459908,65.764450,dribble
3.9702399,3.582923,7.237672,-2.102109,8.345064,104.589882,63.662838,dribble
