Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg), activity
5.1981797,3.623624,9.366117,-0.542287,10.057281,93.090874,68.849220,pass
5.2079530,3.659537,9.327810,-0.538695,10.034463,93.077377,68.578659,pass
5.2186818,3.732560,9.273940,-0.511162,10.009958,92.927101,68.076279,pass
5.2282667,3.811569,9.182961,-0.429759,9.951860,92.475021,67.458138,pass
5.2381439,3.903746,9.093178,-0.369904,9.902623,92.140732,66.765915,pass
5.2479568,3.973178,9.028535,-0.283713,9.868185,91.647499,66.247200,pass
5.2578831,4.019865,8.983045,-0.235829,9.844289,91.372704,65.891739,pass
5.2688103,4.072537,8.975863,-0.214281,9.858883,91.245415,65.595207,pass
5.2784376,4.146757,9.002198,-0.232238,9.914086,91.342278,65.267395,pass
5.2884007,4.224569,9.050082,-0.304064,9.992168,91.743790,64.976883,pass
5.2986908,4.270059,9.091981,-0.361524,10.051279,92.061256,64.842850,pass
5.3080182,4.308366,9.141062,-0.426168,10.114477,92.414841,64.764557,pass
5.3181281,4.320337,9.149442,-0.441730,10.127819,92.499779,64.723473,pass
5.3284698,4.334702,9.150639,-0.459687,10.135835,92.599403,64.652855,pass
5.3380594,4.386178,9.163807,-0.494403,10.171448,92.786072,64.422295,pass
5.3482656,4.466383,9.153033,-0.505177,10.197146,92.839653,63.989124,pass
5.3580232,4.514267,9.121908,-0.488417,10.189522,92.747429,63.670025,pass
5.3680458,4.516662,9.059659,-0.452504,10.133233,92.559418,63.501610,pass
5.3777666,4.441244,8.962694,-0.423774,10.011699,92.425934,63.640408,pass
5.3890023,4.368221,8.901642,-0.408211,9.924072,92.357437,63.861855,pass
5.3984270,4.309563,8.845378,-0.408211,9.847826,92.375702,64.024162,pass
5.4080806,4.222175,8.798691,-0.349553,9.765547,92.051315,64.365326,pass
5.4185514,4.159925,8.771158,-0.293290,9.712066,91.730507,64.626266,pass
5.4279342,4.169502,8.796297,-0.244209,9.737516,91.437080,64.638741,pass
5.4379120,4.191050,8.844181,-0.232238,9.789707,91.359337,64.644821,pass
5.4479547,4.181473,8.870518,-0.248997,9.809832,91.454460,64.761284,pass
5.4578557,4.175488,8.853758,-0.136469,9.789911,90.798721,64.751144,pass
5.4687119,4.204218,8.857349,-0.240617,9.807446,91.405846,64.608238,pass
5.4777880,4.225766,8.919599,-0.184354,9.871694,91.070061,64.650185,pass
5.4878559,4.230555,9.035717,-0.281319,9.981028,91.615112,64.910843,pass
5.4981098,4.189853,9.156625,-0.226252,10.072231,91.287140,65.412300,pass
5.5083489,4.149151,9.161413,-0.154426,10.058370,90.879692,65.634499,pass
5.5179200,4.074931,9.141062,-0.160412,10.009486,90.918259,65.973495,pass
5.5306835,3.995923,9.172187,-0.068235,10.005052,90.390762,66.459343,pass
5.5482121,3.541024,9.281123,0.112527,9.934322,89.350990,69.116661,pass
5.5580797,3.283648,9.226056,0.049081,9.793103,89.712845,70.408836,pass
5.5680118,2.977190,8.756793,-0.209493,9.251431,91.297539,71.222672,pass
5.5782599,2.857480,8.354567,-0.474052,8.842438,93.073158,71.117973,pass
5.5883036,3.022680,8.937555,-0.405817,9.443579,92.462921,71.314476,pass
5.5988889,3.114856,8.974665,-0.806846,9.534041,94.854630,70.859535,pass
5.6081605,3.299210,9.396045,-0.584185,9.975556,93.357254,70.652420,pass
5.6179647,3.682282,9.611523,-0.472855,10.303599,92.630356,69.037605,pass
5.6284719,4.175488,9.525331,-0.156820,10.401502,90.863861,66.329460,pass
5.6386161,4.723760,9.253590,0.124498,10.390300,89.313454,62.956657,pass
5.6481848,5.199009,8.938752,0.487220,10.352216,87.302414,59.816612,pass
5.6590328,5.592855,8.735245,0.785298,10.401981,85.670334,57.370064,pass
5.6688209,5.868188,8.640674,0.980426,10.490858,84.637581,55.818180,pass
5.6781731,5.989096,8.680179,1.201889,10.614109,83.498161,55.395344,pass
5.6887088,6.010643,8.813056,1.482011,10.770058,82.090736,55.705395,pass
5.6985407,5.781997,8.742428,1.444901,10.580608,82.151093,56.520466,pass
5.7079396,5.507861,8.783129,1.525106,10.478827,81.631348,57.908356,pass
5.7180219,5.137957,8.638280,1.133654,10.114527,83.564667,59.256271,pass
5.7279329,4.690241,8.571242,0.693121,9.795151,85.942261,61.312225,pass
5.7378578,4.633977,9.008183,0.743400,10.157449,85.802902,62.777866,pass
5.7487140,4.584896,9.320627,0.994791,10.434796,84.529457,63.807034,pass
5.7577996,4.428076,9.191340,0.341174,10.208085,88.084709,64.276810,pass
5.7681618,4.067749,8.981848,-0.056264,9.860189,90.326942,65.634918,pass
5.7778020,3.622427,8.784326,-0.117316,9.502638,90.707367,67.590027,pass
5.7881479,3.366248,8.665813,-0.227449,9.299445,91.401497,68.771271,pass
5.7984848,3.284845,8.774749,-0.187945,9.371325,91.149162,69.476509,pass
5.8083129,3.211822,8.929175,-0.112527,9.489923,90.679405,70.216354,pass
5.8179293,3.156755,8.971074,0.031125,9.510323,89.812485,70.613976,pass
5.8279762,3.156755,8.896853,0.183156,9.442068,88.888512,70.464447,pass
5.8378859,3.329138,8.919599,0.377087,9.528095,87.731850,69.532494,pass
5.8484311,3.552995,9.011775,0.579397,9.704204,86.577080,68.482597,pass
5.8580890,3.694253,9.058462,0.618901,9.802361,86.380051,67.813210,pass
5.8679299,3.542221,8.888474,0.563834,9.584894,86.627609,68.271805,pass
5.8781376,3.296816,8.766370,0.639252,9.387592,86.095398,69.389954,pass
5.8880281,3.160346,8.695741,0.732626,9.281187,85.472557,70.027031,pass
5.8986440,3.244143,8.641871,0.845153,9.269341,84.768661,69.423958,pass
5.9082289,3.320758,8.613141,0.703895,9.257921,85.639496,68.916077,pass
5.9178281,3.422511,8.817844,0.499191,9.471914,86.978989,68.787041,pass
5.9285431,3.468001,9.108741,0.369904,9.753615,87.826546,69.156502,pass
5.9380159,3.547010,9.388862,0.286107,10.040610,88.367134,69.303978,pass
5.9480791,3.588908,9.513360,0.156820,10.169016,89.116386,69.331055,pass
5.9578342,3.484761,9.421184,0.038307,10.045084,89.781502,69.701294,pass
5.9689498,3.282450,9.113529,-0.028730,9.686677,90.169937,70.192329,pass
5.9780226,3.294421,9.035717,0.095768,9.618033,89.429489,69.968147,pass
5.9883800,3.344700,8.871715,0.110133,9.481902,89.334488,69.343201,pass
5.9979529,3.524265,8.883685,0.243011,9.560301,88.543449,68.361176,pass
6.0086775,3.742137,8.971074,0.407014,9.728793,87.602272,67.357338,pass
6.0178947,3.993528,9.087193,0.531513,9.940213,86.934875,66.276054,pass
6.0285091,4.224569,9.117120,0.806846,10.080667,85.409195,65.138573,pass
6.0380516,4.373009,9.012972,0.891840,10.057447,84.912636,64.117775,pass
6.0478835,4.478354,8.932767,1.030704,10.045513,84.110893,63.373554,pass
6.0579944,4.572925,8.910022,1.091756,10.074327,83.778633,62.831570,pass
6.0682788,4.540604,8.880095,0.928950,10.016791,84.678780,62.918259,pass
6.0785017,4.586093,9.148245,0.939724,10.276464,84.753296,63.375000,pass
6.0879745,4.412514,9.126697,0.748188,10.164972,85.778954,64.197472,pass
6.0978274,4.222175,9.084799,0.609324,10.036513,86.519386,65.073273,pass
6.1082807,4.055778,8.968679,0.508768,9.856236,87.041138,65.666771,pass
6.1181321,3.979163,8.945934,0.532710,9.805471,86.885712,66.020439,pass
6.1291237,3.904943,8.877700,0.453701,9.709169,87.321640,66.257240,pass
6.1384687,3.976769,9.062054,0.566229,9.912423,86.725304,66.306335,pass
6.1493034,3.965995,9.112331,0.420182,9.946872,87.578957,66.479691,pass
6.1582088,3.871424,9.097966,0.301669,9.892013,88.252419,66.948967,pass
6.1691790,3.924097,9.161413,0.339977,9.972242,88.046280,66.813156,pass
6.1795039,4.000711,9.172187,0.359130,10.013175,87.944603,66.434204,pass
6.1889958,4.109647,9.272743,0.325611,10.147857,88.161247,66.097244,pass
6.1978130,4.191050,9.411607,0.377087,10.309483,87.903839,65.996277,pass
6.2078948,4.151546,9.454702,0.359130,10.332265,88.008102,66.293793,pass
6.2178035,3.974375,9.339781,0.363919,10.156752,87.946640,66.948700,pass
6.2279859,3.794810,9.147048,0.414197,9.911641,87.604973,67.468040,pass
6.2378836,3.693056,9.008183,0.506374,9.748972,87.022644,67.708000,pass
6.2478337,3.695450,8.950723,0.563834,9.699985,86.667671,67.565926,pass
6.2577810,3.775656,8.997410,0.648829,9.779057,86.195702,67.235222,pass
6.2680969,3.852271,9.071630,0.645237,9.876781,86.254272,66.991478,pass
6.2779465,3.827132,9.117120,0.581791,9.904912,86.632645,67.228592,pass
6.2885947,3.750517,9.111135,0.442927,9.862825,87.426048,67.625923,pass
6.2979269,3.699042,9.060856,0.322020,9.792125,88.115456,67.792549,pass
6.3080049,3.727772,9.017760,0.298078,9.762435,88.250305,67.540718,pass
6.3178458,3.865439,9.054871,0.351948,9.851708,87.952698,66.882820,pass
6.3281050,3.933673,9.103952,0.430956,9.926805,87.511810,66.631592,pass
6.3380361,3.851074,9.035717,0.487220,9.834243,87.160217,66.916023,pass
6.3490171,3.731363,8.899248,0.506374,9.663132,86.996178,67.252197,pass
6.3583159,3.700239,8.850166,0.426168,9.602022,87.456200,67.310280,pass
6.3686557,3.754108,8.904037,0.305261,9.667905,88.190605,67.138802,pass
6.3781090,3.870227,9.045294,0.240617,9.841437,88.599014,66.835281,pass
6.3890138,4.023456,9.199720,0.238223,10.043894,88.640923,66.378052,pass
6.3988571,3.971981,9.109938,0.333991,9.943799,88.075195,66.442543,pass
6.4082727,3.857059,8.926781,0.413000,9.733185,87.568085,66.631927,pass
6.4183521,3.748123,8.787917,0.458490,9.564837,87.252480,66.901329,pass
6.4282427,3.690662,8.750807,0.480037,9.509366,87.106453,67.132362,pass
6.4381618,3.722984,8.829816,0.471658,9.594202,87.182167,67.137878,pass
6.4479570,3.828329,9.005790,0.451307,9.796123,87.359451,66.969833,pass
6.4582500,3.910928,9.115923,0.458490,9.930037,87.353600,66.779617,pass
6.4694710,3.999514,9.209297,0.429759,10.049476,87.549034,66.525131,pass
6.4779382,4.016273,9.261970,0.492008,10.107255,87.209808,66.556969,pass
6.4898968,3.879804,9.127894,0.557849,9.933908,86.780800,66.972122,pass
6.4999962,3.706224,8.932767,0.554258,9.686982,86.719933,67.466331,pass
6.5178099,3.582923,8.781932,0.444124,9.495099,87.319069,67.805130,pass
6.5279465,3.699042,8.852561,0.423774,9.603662,87.470932,67.322395,pass
6.5387416,3.945644,9.053674,0.489614,9.888217,87.161842,66.452141,pass
6.5479016,4.164714,9.072827,0.993594,10.032361,84.316170,65.343384,pass
0.0000000,0.132889,0.910334,0.201103,0.941705,77.669403,81.694710,pass
0.0099356,0.146556,0.839191,0.323010,0.911074,69.234901,80.093765,pass
0.0198669,0.193659,0.769024,0.365598,0.873249,65.249748,75.865395,pass
0.0299750,0.272368,0.740836,0.387197,0.879172,63.869907,69.814072,pass
0.0398736,0.371577,0.809538,0.380729,0.968698,66.856712,65.344917,pass
0.0498404,0.433568,0.869820,0.393786,1.048635,67.943375,63.505730,pass
0.0598553,0.416484,0.892517,0.449675,1.082707,65.460197,64.984390,pass
0.0698992,0.375726,0.873847,0.464929,1.058743,63.951435,66.733849,pass
0.0805097,0.363889,0.870064,0.459438,1.049052,64.026512,67.303719,pass
0.0902304,0.375116,0.874823,0.477010,1.064691,63.382847,66.790802,pass
0.1002398,0.397081,0.885196,0.530702,1.105844,61.320648,65.839943,pass
0.1100985,0.434178,0.926685,0.549251,1.161436,61.776848,64.895607,pass
0.1201883,0.457973,1.002831,0.452116,1.191562,67.701523,65.454742,pass
0.1300607,0.420999,0.995876,0.412823,1.157338,69.102310,67.084167,pass
0.1402274,0.387319,0.977937,0.381217,1.118796,70.078094,68.393616,pass
0.1500608,0.331430,0.940841,0.361449,1.060977,70.081970,70.594177,pass
0.1606485,0.277005,0.946576,0.356812,1.048834,70.111031,73.688469,pass
0.1707673,0.232587,0.948162,0.336799,1.032735,70.966362,76.217354,pass
0.1803202,0.205862,0.931445,0.309709,1.002939,72.013016,77.537178,pass
0.1901302,0.203300,0.901914,0.290550,0.969122,72.553955,77.297302,pass
0.2000132,0.222580,0.880070,0.292259,0.953667,72.154121,75.806847,pass
0.2099677,0.255406,0.873237,0.313248,0.962236,71.001640,73.696762,pass
0.2210499,0.281398,0.866525,0.337043,0.971416,69.698479,72.009155,pass
0.2314005,0.297506,0.853834,0.356934,0.972082,68.457909,70.789871,pass
0.2409753,0.303363,0.842852,0.366208,0.967748,67.764618,70.204941,pass
0.2504143,0.306292,0.840045,0.365232,0.965859,67.781380,69.967461,pass
0.2602502,0.306170,0.847245,0.358276,0.969497,68.312241,70.131607,pass
0.2701052,0.302509,0.852858,0.352297,0.971077,68.728394,70.470390,pass
0.2800291,0.297140,0.857251,0.349612,0.972317,68.926460,70.882698,pass
0.2904232,0.294211,0.863352,0.346683,0.975770,69.188652,71.182053,pass
0.3001322,0.298238,0.867624,0.348026,0.981243,69.226273,71.030045,pass
0.3100981,0.309709,0.871895,0.358886,0.992431,68.800072,70.444283,pass
0.3207406,0.323254,0.875311,0.375604,1.005854,68.073418,69.730736,pass
0.3303974,0.334602,0.879704,0.389027,1.018421,67.542953,69.175293,pass
0.3404188,0.340094,0.886782,0.399400,1.030323,67.191956,69.017456,pass
0.3501390,0.339484,0.890077,0.407332,1.036052,66.848907,69.122681,pass
0.3600971,0.336311,0.886904,0.412701,1.034420,66.486313,69.233452,pass
0.3700021,0.330820,0.881657,0.411236,1.027558,66.408852,69.432655,pass
0.3804131,0.320447,0.880192,0.403427,1.019891,66.699196,69.995209,pass
0.3902591,0.309831,0.880559,0.393420,1.012995,67.146667,70.615227,pass
0.4000457,0.299458,0.883365,0.381950,1.007916,67.731361,71.273491,pass
0.4099994,0.292137,0.884708,0.375482,1.004509,68.050041,71.726418,pass
0.4212548,0.287011,0.887270,0.371577,1.003839,68.274757,72.074806,pass
0.4307445,0.285669,0.889711,0.368526,1.004492,68.476761,72.199173,pass
0.4411013,0.286035,0.891907,0.368771,1.006631,68.509850,72.218925,pass
0.4505107,0.291160,0.893005,0.369259,1.009250,68.538597,71.941681,pass
0.4601559,0.301533,0.891907,0.375360,1.013566,68.263649,71.320824,pass
0.4700855,0.317396,0.889955,0.383048,1.019552,67.932274,70.371559,pass
0.4799333,0.328745,0.887758,0.387807,1.023026,67.723396,69.679939,pass
0.4900477,0.332162,0.888002,0.387685,1.024294,67.759834,69.491425,pass
0.5000134,0.325572,0.883487,0.384268,1.016961,67.798851,69.770737,pass
0.5103253,0.312881,0.876410,0.381706,1.005827,67.697639,70.353249,pass
0.5201237,0.301289,0.871650,0.376702,0.996220,67.781990,70.932137,pass
0.5300714,0.294211,0.870796,0.373286,0.992063,67.897041,71.331718,pass
0.5399982,0.290550,0.873725,0.368771,0.991870,68.173752,71.605873,pass
0.5502902,0.290550,0.874823,0.364011,0.991080,68.451561,71.627411,pass
0.5601442,0.299946,0.874579,0.368038,0.995143,68.294571,71.070038,pass
0.5700182,0.298970,0.874335,0.376092,0.997642,67.853195,71.122391,pass
0.5806221,0.296774,0.869210,0.382438,0.994916,67.394012,71.148598,pass
0.5905131,0.293845,0.862010,0.385977,0.989133,67.031998,71.176613,pass
0.6002797,0.292869,0.858837,0.384268,0.985411,67.048172,71.170319,pass
0.6102284,0.297506,0.863597,0.379631,0.989155,67.431168,70.991364,pass
0.6202533,0.303119,0.870430,0.372797,0.994237,67.978271,70.799812,pass
0.6300477,0.311295,0.874945,0.369015,0.999303,68.329269,70.415054,pass
0.6404679,0.318495,0.879948,0.372797,1.007336,68.279297,70.102425,pass
0.6505695,0.319959,0.877386,0.377190,1.007200,68.006958,69.964447,pass
0.6602989,0.316664,0.875189,0.381461,1.005856,67.713333,70.108673,pass
0.6703720,0.305682,0.879094,0.382560,1.006280,67.655655,70.826233,pass
0.6801711,0.295919,0.888612,0.381217,1.011201,67.852341,71.581573,pass
0.6901026,0.292503,0.901181,0.376336,1.019468,68.336807,72.017769,pass
0.7006169,0.293723,0.914116,0.369869,1.028924,68.932266,72.186806,pass
0.7106045,0.300190,0.922780,0.366208,1.037182,69.324196,71.979736,pass
0.7206028,0.310929,0.927784,0.367306,1.045166,69.425003,71.472412,pass
0.7309855,0.324230,0.929004,0.373408,1.052429,69.218475,70.760590,pass
0.7408063,0.340582,0.926807,0.379143,1.057694,68.994247,69.822701,pass
0.7503857,0.354615,0.921560,0.387441,1.060724,68.576370,68.953339,pass
0.7601419,0.358886,0.914971,0.394030,1.058882,68.153618,68.583008,pass
0.7700245,0.352663,0.905940,0.393542,1.048797,67.961334,68.730133,pass
0.7801778,0.344487,0.898619,0.388783,1.037950,68.002357,69.025604,pass
0.7901725,0.332894,0.893250,0.382682,1.027209,68.127335,69.560699,pass
0.8001083,0.320325,0.887270,0.372431,1.014180,68.455482,70.149239,pass
0.8103852,0.309221,0.878728,0.364011,1.000142,68.656433,70.613258,pass
0.8201747,0.300190,0.872627,0.356446,0.989265,68.880539,71.016380,pass
0.8305389,0.293967,0.871040,0.352419,0.984544,69.025574,71.350998,pass
0.8403355,0.287621,0.866769,0.351809,0.978665,68.931847,71.642525,pass
0.8504093,0.286035,0.857617,0.358398,0.972508,68.375038,71.555267,pass
0.8603337,0.289574,0.857983,0.369991,0.978203,67.775597,71.350189,pass
0.8704554,0.292015,0.861888,0.377313,0.985134,67.479973,71.283211,pass
0.8801918,0.296163,0.863841,0.384390,0.990802,67.172470,71.075974,pass
0.8903769,0.302753,0.862254,0.389637,0.993458,66.908348,70.652908,pass
0.9001081,0.309709,0.861400,0.390858,0.995339,66.878136,70.224411,pass
0.9102056,0.314834,0.863841,0.387929,0.997913,67.123856,69.975311,pass
0.9200763,0.319349,0.870064,0.388295,1.004872,67.268547,69.844810,pass
0.9306642,0.322644,0.871895,0.388417,1.007555,67.324921,69.693054,pass
0.9405212,0.325450,0.871162,0.390126,1.008484,67.241760,69.515228,pass
0.9508222,0.324962,0.869454,0.392322,1.007704,67.087639,69.506554,pass
0.9609101,0.318739,0.872261,0.392200,1.008094,67.104538,69.926842,pass
0.9706841,0.308732,0.872627,0.391224,1.004912,67.088348,70.516388,pass
0.9803656,0.304339,0.872993,0.390248,1.003510,67.115005,70.780617,pass
0.9902624,0.305560,0.874335,0.389637,1.004811,67.184082,70.736671,pass
1.0001112,0.308366,0.870430,0.388295,1.001754,67.193817,70.492348,pass
1.0101457,0.308732,0.870064,0.386709,1.000935,67.272583,70.463348,pass
1.0207124,0.298604,0.867746,0.380241,0.993343,67.493423,71.010902,pass
1.0303237,0.298604,0.867746,0.380241,0.993343,67.493423,71.010902,pass
1.0406089,0.281764,0.864695,0.380241,0.985734,67.310051,71.951607,pass
1.0506710,0.281764,0.853956,0.377923,0.975427,67.204491,71.739616,pass
1.0608276,0.280666,0.836140,0.380241,0.960462,66.678246,71.444725,pass
1.0705929,0.291038,0.841021,0.383902,0.969227,66.665970,70.911644,pass
1.0805030,0.303729,0.849929,0.385000,0.981253,66.898827,70.335236,pass
1.0905449,0.315810,0.863108,0.384268,0.996170,67.309959,69.902504,pass
1.1002750,0.326427,0.881413,0.385366,1.015849,67.706337,69.678154,pass
1.1105156,0.339118,0.899839,0.386099,1.036235,68.124100,69.350349,pass
1.1203048,0.354737,0.916191,0.385366,1.055344,68.582756,68.834244,pass
1.1309985,0.369869,0.931200,0.388173,1.074530,68.823074,68.337242,pass
1.1405238,0.378411,0.937790,0.392078,1.084606,68.808052,68.025269,pass
1.1507635,0.378167,0.935105,0.394030,1.082909,68.662376,67.981056,pass
1.1603628,0.369625,0.925831,0.393420,1.071711,68.463409,68.236359,pass
1.1702025,0.355225,0.916801,0.389515,1.057559,68.388237,68.820557,pass
1.1811293,0.335335,0.907649,0.383048,1.040674,68.402939,69.723038,pass
1.1908902,0.316176,0.900327,0.373408,1.024690,68.628700,70.649788,pass
1.2015442,0.301045,0.889345,0.362669,1.006524,68.880249,71.298958,pass
1.2114757,0.290062,0.882023,0.349490,0.992091,69.373390,71.796036,pass
1.2214348,0.279934,0.880803,0.341802,0.985396,69.704140,72.368881,pass
1.2307820,0.276639,0.879338,0.335457,0.980967,70.003342,72.536476,pass
1.2405010,0.277249,0.879948,0.336799,0.982146,69.945023,72.511703,pass
1.2502257,0.281764,0.878728,0.343267,0.984574,69.595558,72.221558,pass
1.2601393,0.287744,0.881535,0.352785,0.992148,69.171196,71.922699,pass
1.2700577,0.292137,0.886538,0.359252,1.000178,68.949638,71.761650,pass
1.2799945,0.295797,0.887636,0.366818,1.004962,68.592003,71.569778,pass
1.2899243,0.303119,0.888490,0.380363,1.012903,67.943672,71.162315,pass
1.2999297,0.306658,0.883731,0.389637,1.013330,67.386559,70.863045,pass
1.3099409,0.311417,0.880559,0.394519,1.013908,67.101051,70.523422,pass
1.3199005,0.315322,0.882877,0.395617,1.017552,67.120605,70.345673,pass
1.3298608,0.313614,0.888246,0.390614,1.019762,67.477638,70.553375,pass
1.3398625,0.307146,0.889711,0.382072,1.015826,67.906502,70.954292,pass
1.3500552,0.302143,0.888246,0.379875,1.012214,67.957680,71.213928,pass
1.3599132,0.299946,0.887270,0.377923,1.009971,68.025650,71.321907,pass
1.3698406,0.299946,0.887636,0.375360,1.009337,68.167915,71.329071,pass
1.3798629,0.302021,0.887514,0.374262,1.009440,68.237404,71.206573,pass
1.3902769,0.303851,0.886294,0.373530,1.008646,68.264168,71.076569,pass
1.4000980,0.307146,0.884219,0.376458,1.008912,68.091034,70.844612,pass
1.4102341,0.309465,0.886172,0.380241,1.012745,67.947502,70.750031,pass
1.4201247,0.309831,0.884219,0.379753,1.010965,67.936493,70.689529,pass
1.4300714,0.309587,0.880192,0.378655,1.006957,67.911476,70.621895,pass
1.4401097,0.307146,0.876410,0.377435,1.002442,67.882004,70.686501,pass
1.4500189,0.303851,0.876044,0.375360,1.000337,67.961235,70.871155,pass
1.4599936,0.300801,0.883121,0.371943,1.004353,68.263962,71.190605,pass
1.4703408,0.301411,0.888124,0.368771,1.007772,68.535393,71.253868,pass
1.4801965,0.304339,0.886050,0.370479,1.007453,68.423805,71.043488,pass
1.4901913,0.305682,0.883365,0.372919,1.006402,68.250626,70.912216,pass
1.5007392,0.304828,0.882999,0.375360,1.006729,68.108429,70.954384,pass
1.5103310,0.303851,0.888490,0.373774,1.010667,68.294945,71.120033,pass
1.5206037,0.305804,0.889711,0.375604,1.013005,68.236145,71.031570,pass
1.5309960,0.305804,0.889711,0.376946,1.013504,68.165672,71.031570,pass
1.5405434,0.309831,0.885074,0.376946,1.010663,68.101128,70.706787,pass
1.5505158,0.321179,0.886538,0.384634,1.018356,67.808647,70.085312,pass
1.5602764,0.325816,0.886660,0.384756,1.019980,67.838455,69.823387,pass
1.5700758,0.328867,0.882877,0.387563,1.018740,67.639450,69.569901,pass
1.5800849,0.327647,0.879094,0.390126,1.016050,67.420624,69.559097,pass
1.5903054,0.317641,0.875921,0.391834,1.010776,67.191231,70.067543,pass
1.6001388,0.307634,0.873969,0.390126,1.005315,67.165977,70.608101,pass
1.6103225,0.300679,0.873481,0.387075,1.001600,67.265816,71.004990,pass
1.6201137,0.295675,0.872993,0.381584,0.997570,67.510574,71.289185,pass
1.6299884,0.290672,0.873359,0.378411,0.995209,67.651917,71.591476,pass
1.6404167,0.287621,0.874335,0.373652,0.993380,67.905098,71.790848,pass
1.6502374,0.286523,0.872505,0.371089,0.990488,67.997154,71.820251,pass
1.6600899,0.289086,0.869942,0.373042,0.989712,67.857018,71.618111,pass
1.6701944,0.291404,0.872505,0.377557,0.994349,67.684761,71.531403,pass
1.6800708,0.295309,0.873603,0.381584,0.997996,67.520683,71.322891,pass
1.6903110,0.302387,0.876288,0.386343,1.004280,67.375122,70.961609,pass
1.7001486,0.305926,0.877142,0.390492,1.007696,67.200394,70.772469,pass
1.7101582,0.305438,0.874579,0.390980,1.005508,67.117775,70.748779,pass
1.7201977,0.302143,0.875189,0.387441,1.003672,67.292702,70.953720,pass
1.7303274,0.298726,0.877874,0.380851,1.002471,67.671730,71.207405,pass
1.7402527,0.299214,0.883487,0.376214,1.005791,68.034508,71.290092,pass
1.7500874,0.298726,0.885562,0.373408,1.006424,68.221214,71.359230,pass
1.7604823,0.297750,0.885562,0.371577,1.005457,68.311493,71.415962,pass
1.7703621,0.297628,0.884585,0.372675,1.004968,68.232994,71.403961,pass
1.7809217,0.299824,0.886050,0.374384,1.007543,68.186836,71.305046,pass
1.7905029,0.303363,0.887636,0.377557,1.011176,68.075546,71.131355,pass
1.8007435,0.305682,0.890687,0.379753,1.015370,68.037201,71.057899,pass
1.8107438,0.307756,0.890565,0.380119,1.016027,68.029869,70.936172,pass
1.8203144,0.309587,0.885318,0.381095,1.012356,67.886414,70.725784,pass
1.8304073,0.309953,0.885318,0.380485,1.012239,67.920982,70.704674,pass
1.8402827,0.308488,0.887026,0.376824,1.011917,68.137123,70.823441,pass
1.8517723,0.304339,0.887636,0.374384,1.010289,68.249161,71.074951,pass
1.8611913,0.306658,0.889467,0.374018,1.012462,68.320511,70.977547,pass
1.8713217,0.310319,0.889833,0.377557,1.015209,68.167137,70.774376,pass
1.8811538,0.312271,0.888735,0.378167,1.015073,68.126945,70.640251,pass
1.8913740,0.313980,0.891419,0.379509,1.018449,68.121826,70.596489,pass
1.9010761,0.313980,0.893982,0.383048,1.022014,67.988220,70.647964,pass
1.9108011,0.311539,0.891541,0.382926,1.019085,67.929039,70.738602,pass
1.9203615,0.310929,0.888124,0.382804,1.015864,67.862801,70.705048,pass
1.9301587,0.313003,0.887514,0.384512,1.016613,67.775993,70.573563,pass
1.9401580,0.312637,0.888002,0.381828,1.015915,67.923378,70.604454,pass
1.9505150,0.308732,0.886904,0.378167,1.012386,68.065880,70.806931,pass
1.9603101,0.303973,0.885806,0.373042,1.008073,68.281059,71.059822,pass
1.9704111,0.303485,0.890687,0.374506,1.012759,68.297478,71.184402,pass
1.9802196,0.302875,0.899229,0.374628,1.020143,68.455070,71.385635,pass
1.9903404,0.300557,0.893250,0.375482,1.014503,68.277328,71.403175,pass
2.0001643,0.303241,0.887026,0.380729,1.011793,67.895828,71.126358,pass
2.0105326,0.308488,0.888368,0.383414,1.015564,67.818733,70.850304,pass
2.0203164,0.308366,0.891175,0.382072,1.017478,67.944260,70.913246,pass
2.0302179,0.313370,0.892151,0.388173,1.022161,67.681351,70.646095,pass
2.0400684,0.314834,0.883365,0.392444,1.016596,67.291832,70.383789,pass
2.0505264,0.312271,0.887270,0.388173,1.017566,67.575096,70.610680,pass
2.0602272,0.307634,0.896910,0.377923,1.020741,68.269371,71.068382,pass
2.0702682,0.301045,0.889345,0.371455,1.009723,68.415176,71.298958,pass
2.0807612,0.303607,0.876898,0.375970,1.001240,67.944489,70.902672,pass
2.0908597,0.311051,0.875189,0.384756,1.005359,67.498642,70.434280,pass
2.1004124,0.316420,0.873603,0.387685,1.006779,67.351631,70.089539,pass
2.1105137,0.319959,0.874213,0.385977,1.007770,67.480324,69.897545,pass
2.1203229,0.317274,0.877264,0.381584,1.007899,67.753448,70.116783,pass
2.1301794,0.309465,0.880925,0.378289,1.007422,67.944672,70.643875,pass
2.1400754,0.302875,0.882389,0.378533,1.006792,67.915161,71.055504,pass
2.1502402,0.300557,0.880437,0.379875,1.004892,67.788551,71.151527,pass
2.1604755,0.300679,0.879582,0.379753,1.004134,67.778404,71.127396,pass
2.1703513,0.300312,0.882633,0.377313,1.005780,67.966774,71.209328,pass
2.1801622,0.299214,0.883975,0.373042,1.005038,68.212112,71.299706,pass
2.1901572,0.299458,0.885684,0.376946,1.008067,68.041817,71.319107,pass
2.2003686,0.299214,0.883487,0.382438,1.008136,67.706482,71.290092,pass
2.2104914,0.299824,0.882877,0.387563,1.009738,67.429184,71.242554,pass
